epoch;acc;loss
0;0.6492559788626866;0.6634454836110909
0;0.6451765253468166;0.6617552703436311
0;0.782775944914504;0.47092814074375117
1;0.8266916727144685;0.4006695880571866
2;0.8317293871253434;0.3888251531496027
3;0.8378622568421142;0.3775771358906329
4;0.8447206669512137;0.3645493390260728
